WKT,ID,Use_Cat,Cons_Frame
POINT (411256.49941430206 8452104.330201847),512,Residential,Masonry
POINT (411248.3881940418 8452066.125482274),513,Outbuilding,Masonry
POINT (411249.36154138006 8452075.270644017),514,Outbuilding,Masonry
POINT (411220.10752662976 8452115.65713727),515,Residential,Masonry
POINT (411231.2611672154 8452051.988210067),516,Residential,Masonry
POINT (411227.33221513435 8452065.899340704),517,Outbuilding,Masonry
POINT (411211.1398210381 8452055.430267986),518,Residential,Masonry
POINT (411159.08439151174 8452047.379829867),519,Residential,Masonry
POINT (411152.25867814024 8452064.300565751),520,Outbuilding,Masonry
POINT (411175.66464216245 8452079.193556877),521,Outbuilding,Masonry
POINT (411170.15100853797 8452070.27556896),522,Fale,Timber
POINT (411122.39898022386 8452056.2509393),523,Residential,Masonry
POINT (411114.24483277317 8452102.408505829),524,Outbuilding,Masonry
POINT (411015.51245174 8452167.00195197),527,Residential,Masonry
POINT (411060.42680291506 8452154.35270463),528,Residential,Masonry
POINT (411114.8759780105 8452174.370142076),529,Outbuilding,Masonry
POINT (411074.16659251595 8452112.560552215),530,Residential,Masonry
POINT (411077.89027059136 8452063.534993624),531,Residential,Masonry
POINT (411091.3057710698 8452037.961507604),532,Religious,Masonry
POINT (411072.4221368883 8452036.735384334),533,Residential,Masonry
POINT (411051.2270013809 8452045.26483182),534,Residential,Masonry
POINT (411042.7384960247 8452024.457963256),535,Residential,Masonry
POINT (411010.9957526093 8452048.941627262),536,Residential,Masonry
POINT (411016.4785776859 8452056.16330806),537,Outbuilding,Masonry
POINT (410981.8223060523 8452089.83894557),540,Outbuilding,Masonry
POINT (412003.48602152354 8451856.96121764),460,Residential,Masonry
POINT (411978.362935085 8451868.778674725),461,Outbuilding,Masonry
POINT (411942.1200149043 8451915.863952018),462,Residential,Masonry
POINT (453106.52527496626 8448851.470226796),12829,Residential,Masonry
POINT (453039.81339628476 8448937.714963244),16652,Outbuilding,Masonry
POINT (453111.3638790666 8448927.434883483),7973,Outbuilding,Masonry
POINT (453129.9787457156 8448898.168601139),9521,Outbuilding,Masonry
POINT (453098.8586176611 8448834.299694786),8896,Outbuilding,Masonry
POINT (453116.682165149 8448937.01240796),10625,Outbuilding,Masonry
POINT (453072.8064461507 8448872.5621596),1850,Fale,Masonry
POINT (453112.41945021634 8448912.19644557),6848,Fale,Masonry
POINT (453106.4818445175 8449139.247502878),2895,Residential,Masonry
POINT (453173.16956204065 8449187.466603583),1371,Residential,Masonry
POINT (453169.4546303069 8449235.03179001),12074,Residential,Masonry
POINT (453216.1217068695 8449197.889918623),16112,Residential,Masonry
POINT (453351.3494977975 8449413.154569345),11727,Residential,Masonry
POINT (453337.78056017 8449415.671727998),14220,Residential,Masonry
POINT (453147.20209534833 8449127.465479469),2173,Outbuilding,Masonry
POINT (453151.77644782304 8449207.89951529),7896,Outbuilding,Masonry
POINT (453159.818523748 8449238.396798389),7657,Outbuilding,Masonry
POINT (453179.9133259267 8449227.482550496),2180,Outbuilding,Masonry
POINT (453211.8662796943 8449208.521093093),5422,Outbuilding,Masonry
POINT (453225.3292698358 8449217.872203257),4447,Outbuilding,Masonry
POINT (453228.9652670949 8449210.104088422),2038,Outbuilding,Masonry
POINT (453290.20681138255 8449307.25720429),19349,Outbuilding,Masonry
POINT (453305.06818340224 8449293.477597905),7724,Outbuilding,Masonry
POINT (453330.4946845753 8449405.720427405),11851,Outbuilding,Masonry
POINT (453342.9664628151 8449396.157118505),3005,Outbuilding,Masonry
POINT (453322.2073385294 8449405.849714817),9501,Outbuilding,Masonry
POINT (453234.2179663722 8449540.60865458),17197,Outbuilding,Masonry
POINT (453222.66326321097 8449546.234274302),16829,Residential,Masonry
POINT (453153.85558968474 8449163.559942637),17380,Fale,Masonry
POINT (453134.3133467829 8449232.140630294),18071,Fale,Masonry
POINT (453172.26491662767 8449224.663864153),4675,Fale,Masonry
POINT (453385.8987541881 8449372.620423408),2635,Fale,Masonry
POINT (453336.4331679236 8449392.470230445),15050,Fale,Masonry
POINT (453327.19175812893 8449416.544653967),4637,Fale,Masonry
POINT (453296.34474270843 8449433.310149562),10057,Fale,Masonry
POINT (453231.4135090862 8449530.782329557),2606,Fale,Masonry
POINT (453295.5476580426 8449499.696047034),12647,Outbuilding,Masonry
POINT (453634.9748590913 8449213.024384629),17324,Residential,Masonry
POINT (454114.547438329 8449428.295416838),944,Industrial,Steel
POINT (454076.41194347094 8449418.36655309),19620,Industrial,Steel
POINT (454048.80161151756 8449439.734273383),2657,Industrial,Steel
POINT (453936.03602914605 8449852.842721296),10631,Fale,Timber
POINT (453978.91089867434 8449738.224852528),1969,Fale,Timber
POINT (454133.8224087013 8449934.71924901),15055,Residential,Masonry
POINT (454142.69791907945 8449937.437635936),13881,Outbuilding,Masonry
POINT (454057.97176379245 8450036.963163),3752,Fale,Timber
POINT (454044.3565761386 8450022.943814497),5972,Fale,Timber
POINT (454174.99485490617 8450207.297524536),11782,Residential,Masonry
POINT (453998.4870431308 8450036.429671545),19734,Residential,Masonry
POINT (454031.1948031421 8450004.479266396),7815,Residential,Timber
POINT (454040.8658652369 8449999.060181607),11439,Outbuilding,Timber
POINT (454023.9334565179 8450058.272861795),2343,Outbuilding,Masonry
POINT (454076.0696579928 8450079.181534018),11897,Outbuilding,Timber
POINT (454004.4636315049 8450140.432489324),17305,Outbuilding,Timber
POINT (454026.14722073043 8449905.513930965),4546,Residential,Masonry
POINT (453994.70893452823 8449902.841441508),5630,Outbuilding,Timber
POINT (454001.37755203684 8449905.702014804),8655,Outbuilding,Timber
POINT (454023.1973017907 8449888.309370495),3459,Residential,Timber
POINT (454003.706631008 8449818.412284913),18713,Fale,Timber
POINT (454019.40042894875 8449836.147603001),13242,Residential,Masonry
POINT (454013.6568405329 8449859.604086183),9560,Outbuilding,Timber
POINT (454042.48039202194 8449846.547745224),5581,Residential,Masonry
POINT (454010.0790348685 8449824.614205446),19759,Outbuilding,Timber
POINT (453995.1221227299 8449826.206639092),10144,Outbuilding,Timber
POINT (454023.6187375892 8449811.17527594),1085,Residential,Masonry
POINT (454035.029477763 8449875.21078639),10009,Residential,Masonry
POINT (454052.0989373632 8449865.111221546),510,Residential,Masonry
POINT (454054.2733013226 8449888.095469119),3326,Commercial,Masonry
POINT (454068.9179288323 8449900.083445903),1517,Commercial,Masonry
POINT (454072.9531249759 8449917.641078455),15811,Residential,Masonry
POINT (454053.8370485222 8449916.584202042),5181,Outbuilding,Masonry
POINT (454058.6000291049 8449957.439064361),6897,Residential,Timber
POINT (454054.00724961597 8449975.75748198),7592,Outbuilding,Timber
POINT (454014.572027524 8449949.821305221),11354,Outbuilding,Masonry
POINT (454055.5829000307 8450011.274791906),889,Residential,Masonry
POINT (454077.71010180656 8450029.582077576),12330,Residential,Masonry
POINT (454072.63579991105 8450036.934981553),10247,Outbuilding,Timber
POINT (454120.6890277652 8450016.372792764),6512,Residential,Masonry
POINT (454114.32053687464 8450047.420692114),11310,Residential,Masonry
POINT (454080.26251819474 8450057.304505574),18586,Residential,Masonry
POINT (454060.90472567943 8450062.505268307),2329,Fale,Timber
POINT (454090.96458588686 8450074.371018495),1562,Residential,Masonry
POINT (454094.5395656451 8449984.797149235),5825,Religious,Masonry
POINT (454073.36060008756 8449951.587414805),8394,Residential,Masonry
POINT (454144.3362487365 8450131.326526375),7228,Residential,Masonry
POINT (454130.68324193533 8450139.400882699),5690,Residential,Masonry
POINT (454123.83960376977 8450124.08265553),16404,Outbuilding,Timber
POINT (454128.58250865364 8450108.559445307),14162,Residential,Masonry
POINT (454147.8035018613 8450105.881617479),14147,Residential,Masonry
POINT (454063.80157087906 8450144.25233367),5568,Residential,Timber
POINT (454050.6263639667 8450152.95629619),14048,Outbuilding,Timber
POINT (454076.18469201087 8450154.000526441),19882,Outbuilding,Timber
POINT (454033.3650478773 8450145.095275255),13064,Residential,Timber
POINT (454170.1073757378 8450179.485194998),7605,Residential,Masonry
POINT (453555.8372009662 8449860.855344215),16744,Outbuilding,Timber
POINT (453542.25611376483 8449863.65151217),13762,Residential,Masonry
POINT (454007.558501375 8450066.839616802),446,Outbuilding,Masonry
POINT (454002.50082764484 8449962.604394607),16236,Residential,Masonry
POINT (453536.2138327046 8449876.547438782),1757,Outbuilding,Masonry
POINT (453520.36103870656 8449876.426773623),487,Outbuilding,Masonry
POINT (453399.57275227713 8450119.527008645),15392,Residential,Masonry
POINT (453412.05489043397 8450114.929740222),5010,Residential,Masonry
POINT (453506.78872835066 8450057.523709878),16425,Residential,Masonry
POINT (453519.8495219379 8450066.834430002),1657,Residential,Masonry
POINT (453568.3543957717 8450119.52882135),5098,Residential,Masonry
POINT (453542.739110372 8450134.537397515),7270,Residential,Masonry
POINT (453570.44086093747 8450149.355474686),3760,Residential,Masonry
POINT (453536.90668906324 8450116.235017322),18311,Residential,Masonry
POINT (453394.1239496945 8450266.87720126),8414,Residential,Masonry
POINT (453506.768762438 8450041.580682753),18837,Outbuilding,Masonry
POINT (453515.5947090917 8450079.141437232),1750,Outbuilding,Masonry
POINT (453556.96584790584 8450176.090955503),406,Outbuilding,Masonry
POINT (454165.6306470645 8449999.322748061),6777,Outbuilding,Masonry
POINT (454162.24844460964 8449992.96299245),6416,Outbuilding,Masonry
POINT (454156.30110642186 8450003.748411704),18634,Residential,Masonry
POINT (453985.4820096283 8450290.575403364),4655,Residential,Masonry
POINT (454006.38396813185 8450342.069070423),2850,Residential,Masonry
POINT (453973.3836075507 8450291.488547353),12283,Residential,Timber
POINT (453974.4801996905 8450313.502375795),10297,Residential,Masonry
POINT (453938.3873572446 8450308.332817378),4433,Outbuilding,Timber
POINT (453960.0431962905 8450289.586847015),9018,Outbuilding,Timber
POINT (454160.5712611965 8450307.62315125),18410,Residential,Masonry
POINT (454162.8199482803 8450294.420678053),10483,Residential,Masonry
POINT (454136.2233809749 8450318.308259249),3171,Outbuilding,Timber
POINT (454052.21318809676 8450405.426890802),181,Residential,Masonry
POINT (454067.6106637872 8450414.557843981),1236,Residential,Masonry
POINT (454068.25555839867 8450396.088795751),9754,Fale,Timber
POINT (454033.81875360594 8450415.26629746),16214,Residential,Masonry
POINT (453889.82448497345 8450447.173657699),8329,Fale,Timber
POINT (454004.7420332927 8450356.67297776),12136,Outbuilding,Masonry
POINT (453700.7494592926 8450536.670186475),4849,Outbuilding,Masonry
POINT (453633.8237199472 8450492.45259257),5142,Residential,Masonry
POINT (453677.2309080125 8450473.797158804),9969,Residential,Masonry
POINT (454124.3314297433 8450433.354256578),18010,Residential,Masonry
POINT (454147.865602259 8450435.620484669),6575,Residential,Masonry
POINT (453954.18732556544 8450324.161085473),13290,Residential,Timber
POINT (453972.5364765066 8450340.71007527),1697,Residential,Masonry
POINT (453955.10906461114 8450351.541994818),11417,Residential,Timber
POINT (453947.2291219751 8450337.227178814),1396,Residential,Timber
POINT (453937.33288592316 8450353.379187433),1531,Outbuilding,Timber
POINT (454172.6889779745 8450330.795239145),14122,Religious,Masonry
POINT (454147.54515551723 8450340.988405783),10338,Residential,Masonry
POINT (454137.05907747004 8450339.02288585),9559,Residential,Masonry
POINT (454146.28375185624 8450320.699823784),19305,Residential,Masonry
POINT (454127.55149692966 8450417.6114624),19794,Outbuilding,Timber
POINT (454138.90704473894 8450431.128855832),13938,Residential,Masonry
POINT (454088.83387323207 8450417.792720197),10903,Residential,Masonry
POINT (454100.6727799646 8450380.221141474),7550,Outbuilding,Masonry
POINT (454091.72798651684 8450398.130618894),6896,Residential,Masonry
POINT (454000.18606540386 8450426.978476794),2560,Fale,Timber
POINT (454030.6089725035 8450430.750861458),18417,Fale,Timber
POINT (454026.4062223938 8450409.609317653),17268,Outbuilding,Masonry
POINT (454007.21599369234 8450489.010150345),17247,Residential,Masonry
POINT (454001.25151088147 8450476.410596576),7712,Residential,Masonry
POINT (453987.0907564582 8450475.393163363),9172,Residential,Masonry
POINT (454003.1512230792 8450457.451524843),429,Residential,Timber
POINT (454028.70520597236 8450457.259610789),4482,Residential,Masonry
POINT (454035.1372530807 8450494.605471535),10986,Fale,Timber
POINT (454008.78605926 8450532.836558871),12413,Residential,Masonry
POINT (454027.5422494481 8450520.75914386),8251,Residential,Masonry
POINT (454012.8110107559 8450509.940052945),16258,Residential,Masonry
POINT (454058.13192609843 8450543.87827977),19558,Residential,Masonry
POINT (454074.1911052011 8450546.844443556),5419,Residential,Masonry
POINT (454041.4715691237 8450541.049261604),16082,Residential,Masonry
POINT (454092.2624952442 8450549.74836746),3010,Residential,Masonry
POINT (454094.4407330072 8450568.488799226),10369,Residential,Masonry
POINT (454082.72201111045 8450571.695503943),19142,Residential,Timber
POINT (454119.70902147354 8450468.196043827),3718,Residential,Masonry
POINT (454118.01376058895 8450490.684038216),4930,Residential,Masonry
POINT (454149.1404849129 8450467.841707485),15062,Residential,Masonry
POINT (454160.30471814616 8450497.680755522),7717,Residential,Masonry
POINT (454111.2075168862 8450528.619731799),15405,Residential,Masonry
POINT (454149.9705609666 8450547.633375388),8784,Residential,Masonry
POINT (454155.1932718544 8450529.021843774),13442,Residential,Masonry
POINT (454048.31951309467 8450554.311796762),8551,Outbuilding,Timber
POINT (454040.89062503126 8450554.768525708),4690,Outbuilding,Timber
POINT (454149.15336052945 8450562.356248412),16623,Outbuilding,Masonry
POINT (454124.53465245763 8450549.389915155),14436,Residential,Masonry
POINT (454112.2984238908 8450547.58045354),13097,Residential,Masonry
POINT (454123.7393884529 8450541.890191717),15861,Outbuilding,Masonry
POINT (454124.5556025917 8450534.091116931),9580,Outbuilding,Timber
POINT (454143.2034723266 8450580.314263718),10482,Residential,Masonry
POINT (454122.9290865961 8450512.034614755),2242,Residential,Masonry
POINT (454102.13753260183 8450568.106071025),5956,Outbuilding,Masonry
POINT (454119.8294722455 8450560.47158631),1663,Fale,Masonry
POINT (454128.0739664495 8450525.024933416),13761,Residential,Timber
POINT (454078.9211841588 8450562.253098384),14850,Fale,Timber
POINT (454058.69705863483 8450557.430857768),9109,Fale,Timber
POINT (454140.97418890515 8450515.285416232),848,Fale,Timber
POINT (453987.19457218994 8450460.040046882),841,Fale,Timber
POINT (453751.23612588627 8450480.141506802),13177,Outbuilding,Timber
POINT (454029.86767711095 8450484.695827762),8518,Fale,Timber
POINT (453466.5760998557 8450521.78498471),7728,Residential,Masonry
POINT (453610.3032089537 8450556.473175751),6059,Residential,Masonry
POINT (453683.1407849367 8450541.870400595),4633,Residential,Masonry
POINT (453683.2106241478 8450424.61418145),10328,Outbuilding,Masonry
POINT (453672.5239527087 8450429.946960976),5623,Outbuilding,Masonry
POINT (453686.67946058605 8450403.670932913),13407,Outbuilding,Masonry
POINT (453691.895185867 8450392.821166115),15837,Outbuilding,Masonry
POINT (453662.2369281781 8450552.190644246),8494,Outbuilding,Masonry
POINT (453655.0910753735 8450483.124476645),10255,Outbuilding,Masonry
POINT (453598.672035264 8450557.173172351),1630,Outbuilding,Masonry
POINT (453718.6949064326 8450417.950882846),11948,Fale,Masonry
POINT (453613.91648406 8450492.938783657),9986,Fale,Masonry
POINT (454144.6042005713 8450374.740711331),11999,Residential,Masonry
POINT (453653.6295217554 8450606.466235023),17954,,
POINT (453563.9798754219 8450635.000970349),11909,Residential,Masonry
POINT (453551.72819329664 8450642.535420442),15660,Residential,Masonry
POINT (453697.7138270058 8450684.849502146),19174,Outbuilding,Masonry
POINT (454038.7827518622 8450576.49883922),12132,Residential,Masonry
POINT (454062.4232536507 8450583.309132947),8577,Residential,Masonry
POINT (454057.5085275795 8450600.103268398),3717,Residential,Masonry
POINT (454137.42865669203 8450606.929342424),16968,Residential,Masonry
POINT (453995.3899232438 8450631.72629382),14307,Residential,Masonry
POINT (454057.4576481214 8450644.410262344),1606,Residential,Masonry
POINT (454033.15475749737 8450639.512968194),19850,Residential,Masonry
POINT (453993.7145124886 8450648.451351212),13325,Residential,Masonry
POINT (453982.6585359985 8450634.519132372),7847,Outbuilding,Timber
POINT (454040.8302734901 8450680.087730095),10536,Residential,Masonry
POINT (453993.67691224447 8450571.710608475),1043,Residential,Masonry
POINT (453976.82990407426 8450570.84715293),10482,Outbuilding,Timber
POINT (454173.3300157614 8450663.607348524),11309,Residential,Masonry
POINT (454143.7015488863 8450664.48031755),15668,Residential,Masonry
POINT (454179.48461946717 8450676.272355823),8414,Outbuilding,Timber
POINT (454090.0212472456 8450692.203264937),18851,Residential,Masonry
POINT (454093.8552941394 8450679.159470323),2574,Residential,Masonry
POINT (454101.355023514 8450726.927033817),15156,Community,Masonry
POINT (454162.29876731866 8450745.906991884),18611,Residential,Masonry
POINT (454164.03769916616 8450722.720400317),18525,Residential,Masonry
POINT (454111.59136372205 8450804.39937536),12517,Residential,Masonry
POINT (454082.57535558863 8450797.046561372),8145,Outbuilding,Masonry
POINT (454082.6830837373 8450779.09834007),2930,Outbuilding,Timber
POINT (454095.97834148176 8450780.194652146),12936,Outbuilding,Timber
POINT (454043.9956901233 8450660.766005684),5622,Residential,Masonry
POINT (454169.3488688686 8450692.924225017),15832,Commercial - not verified,Masonry
POINT (454052.33991607244 8450621.456360007),8690,Residential,Masonry
POINT (454041.3028512112 8450762.135267071),9079,Education,Masonry
POINT (454091.239180249 8450762.9801875),10602,Residential,Masonry
POINT (454115.5118145807 8450774.68251709),15025,Religious,Masonry
POINT (454085.7807604294 8450613.042645644),8379,Fale,Masonry
POINT (454172.11838345695 8450641.498146107),19172,Outbuilding,Timber
POINT (454049.7650223777 8450570.75700235),5345,Outbuilding,Timber
POINT (453768.4368940413 8450614.67564006),2049,Outbuilding,Masonry
POINT (453437.3521675732 8450581.083729956),18577,Residential,Masonry
POINT (453459.77016325726 8450576.538022758),9750,Residential,Masonry
POINT (453529.3645250825 8450601.38966137),17385,Residential,Masonry
POINT (453504.4931032386 8450622.45677384),8794,Residential,Masonry
POINT (453473.2713249752 8450606.99489581),12992,Fale,Masonry
POINT (453512.8862237095 8450603.837411635),5926,Fale,Masonry
POINT (453549.0578896329 8450632.441069428),13673,Outbuilding,Masonry
POINT (453470.3292397168 8450658.933780884),17245,Residential,Masonry
POINT (453570.2742775497 8450689.619916474),1670,Residential,Masonry
POINT (453577.9954664755 8450677.32731565),10932,Outbuilding,Masonry
POINT (453686.69034188753 8450687.234536745),1475,Outbuilding,Masonry
POINT (453746.7045285421 8450681.996305574),4002,Residential,Masonry
POINT (453754.75632959063 8450686.653122403),1957,Residential,Masonry
POINT (453654.27863991674 8450828.072759906),4002,Outbuilding,Masonry
POINT (453658.07839275635 8450817.502929756),6097,Residential,Masonry
POINT (453645.1065763045 8450800.094003689),12104,Outbuilding,Masonry
POINT (454194.44443175924 8450672.957495129),5870,Outbuilding,Masonry
POINT (454192.2866128903 8450660.998071374),13317,Residential,Masonry
POINT (454186.28387982515 8450679.981665378),10455,Outbuilding,Timber
POINT (454166.89835459006 8450712.41763107),13914,Residential,Masonry
POINT (454156.77954146726 8450821.114788814),13197,Residential,Masonry
POINT (453788.8931238995 8451677.45632212),4944,,
POINT (453643.316020346 8450967.580543095),16552,,
POINT (453665.86245656613 8450954.413379392),15832,,
POINT (453799.1014008872 8451677.39858639),10043,,
POINT (453554.2439070929 8450973.985648047),3566,,
POINT (453854.4239836473 8451733.388053548),19587,,
POINT (453844.6681243049 8451654.5591639),3325,,
POINT (453751.64959806524 8450923.138710244),8435,Outbuilding,Masonry
POINT (453577.6117278067 8450990.460303042),6300,Outbuilding,Masonry
POINT (453714.09635630203 8450987.962743174),11661,Residential,Masonry
POINT (454056.0173125208 8450784.744726326),13026,Education,Masonry
POINT (454020.07340349304 8450850.134401212),4225,Education,Masonry
POINT (454015.9958574313 8450828.725339497),7000,Education,Masonry
POINT (454044.86939094175 8450834.979098866),13958,Education,Masonry
POINT (454040.65720558085 8450864.600410093),7614,Education,Masonry
POINT (454086.7479196035 8450826.551570836),17719,Outbuilding,Timber
POINT (454103.0269143598 8450821.98076541),15186,Residential,Masonry
POINT (453909.2552731443 8451872.139877994),13789,Religious,Masonry
POINT (453934.5667573861 8451885.719634725),18694,Residential,Masonry
POINT (454020.20135003806 8451815.98783232),14281,Residential,Masonry
POINT (453916.3819902537 8451852.88475571),11113,Fale,Timber
POINT (454111.31161298184 8451856.513830826),16045,Residential,Masonry
POINT (454130.8744238991 8451849.575156659),13125,Residential,Masonry
POINT (454121.11023047025 8451858.657721704),646,Outbuilding,Timber
POINT (454071.32691081957 8451789.829329766),6459,Religious,Masonry
POINT (454069.52784926933 8451820.931179468),7355,Residential,Masonry
POINT (454122.4232991748 8451801.369828397),9002,Residential,Masonry
POINT (454093.74907988246 8451787.348875979),16728,Residential,Masonry
POINT (454108.97645256063 8451786.866210744),18745,Residential,Masonry
POINT (454024.9032627435 8451753.161194326),15649,Residential,Masonry
POINT (454110.4018617123 8451747.022254914),18935,Residential,Masonry
POINT (454094.3514086562 8451756.78691761),12451,Residential,Masonry
POINT (454057.6960578683 8451759.658654712),16844,Commercial,Timber
POINT (454024.9836132596 8451731.552105583),7866,Residential,Masonry
POINT (454090.6148398898 8451681.526509514),10342,Residential,Masonry
POINT (454101.716805948 8451698.315142177),14412,Residential,Masonry
POINT (454037.5610176156 8451675.909609217),14748,Residential,Masonry
POINT (454017.23053896666 8451714.316407185),4137,Residential,Masonry
POINT (454106.11763420556 8451713.133987326),5105,Residential,Masonry
POINT (454096.0021692547 8451716.060256114),8204,Outbuilding,Masonry
POINT (454091.68164722685 8451660.473873382),1345,Residential,Masonry
POINT (454040.5390631382 8451659.977246014),18117,Residential,Masonry
POINT (454033.14723909466 8451695.781731607),14285,Residential,Masonry
POINT (453949.9881817295 8451752.570340535),8755,Residential,Masonry
POINT (453904.6178484357 8451820.899549859),14958,Residential,Masonry
POINT (454019.0068080098 8451795.124598118),19962,Residential,Masonry
POINT (454115.31244324264 8451620.711443901),17483,Residential,Masonry
POINT (454092.9595497189 8451646.532509686),3279,Residential,Masonry
POINT (454110.27576090413 8451633.775827779),3244,Outbuilding,Timber
POINT (454097.61757466785 8451621.886927912),1018,Residential,Masonry
POINT (454038.6784314611 8451581.718657298),11004,Outbuilding,Masonry
POINT (454028.44129400665 8451554.95834407),9259,Outbuilding,Masonry
POINT (454042.0565282471 8451551.245472182),11320,Residential,Masonry
POINT (454048.3800134852 8451568.576609148),17406,Residential,Masonry
POINT (454053.3587167721 8451551.642490415),4143,Residential,Masonry
POINT (454051.5050278676 8451535.227120401),13325,Residential,Masonry
POINT (453995.738940441 8451699.652732786),14050,Outbuilding,Timber
POINT (454012.9829036843 8451728.083467383),3483,Outbuilding,Timber
POINT (454022.1722952089 8451706.286643354),18738,Outbuilding,Timber
POINT (454025.1975907013 8451675.862536276),5996,Outbuilding,Timber
POINT (454034.33091949293 8451711.438484794),11982,Residential,Masonry
POINT (454028.61348656676 8451643.614740957),15497,Outbuilding,Timber
POINT (454052.060127794 8451517.310106045),3523,Residential,Masonry
POINT (454032.15201405145 8451519.829369323),1938,Residential,Masonry
POINT (454038.2768262767 8451511.524250742),4698,Outbuilding,Masonry
POINT (454041.1763672299 8451477.896576911),10866,Residential,Masonry
POINT (454027.36820545857 8451477.87518782),11891,Residential,Masonry
POINT (454100.5089527152 8451434.963626623),15750,Residential,Masonry
POINT (454031.8962076447 8451461.523321781),186,Residential,Masonry
POINT (454012.32203196315 8451445.696970167),9056,Outbuilding,Timber
POINT (454030.97450172645 8451444.55336282),9364,Residential,Masonry
POINT (454103.1951409181 8451356.703333814),9216,Residential,Masonry
POINT (454035.99123393773 8451363.611693112),14338,Outbuilding,Masonry
POINT (454046.4094508317 8451410.932246951),16368,Residential,Masonry
POINT (454063.6424614794 8451409.958440693),15320,Residential,Masonry
POINT (454036.12604191725 8451306.641352693),17557,Residential,Masonry
POINT (454030.2669471826 8451287.265252909),792,Outbuilding,Masonry
POINT (454035.318979622 8451272.840310285),8831,Residential,Masonry
POINT (454049.4623795116 8451290.366448198),2511,Residential,Masonry
POINT (454104.6746656435 8451309.366919793),19442,Residential,Masonry
POINT (454103.1150149264 8451327.721012667),8053,Residential,Masonry
POINT (454048.36644829536 8451252.329346592),14876,Residential,Masonry
POINT (454062.30099467287 8451216.27211978),17414,Residential,Masonry
POINT (454047.5326080426 8451233.664758744),18309,Residential,Masonry
POINT (454032.5150116174 8451192.798996355),8253,Residential,Masonry
POINT (454043.0630730098 8451221.290851101),2669,Outbuilding,Masonry
POINT (454041.3236681769 8451181.05107093),4654,Outbuilding,Masonry
POINT (454021.2410892296 8451182.215328403),11049,Outbuilding,Masonry
POINT (454047.56680826255 8451211.333615365),19800,Outbuilding,Masonry
POINT (454041.2761918726 8451210.005163252),15701,Outbuilding,Masonry
POINT (454028.21278399375 8451224.2661984),19528,Outbuilding,Timber
POINT (454051.78615919326 8451163.586422492),14145,Residential,Masonry
POINT (454064.01053804957 8451160.78199832),14882,Residential,Masonry
POINT (454040.5370769651 8451156.18368548),14666,Outbuilding,Masonry
POINT (454034.3402233366 8451159.644433478),14098,Outbuilding,Masonry
POINT (454068.7915529389 8451034.664356561),17105,Residential,Masonry
POINT (454063.78050771577 8451063.085337222),1951,Residential,Masonry
POINT (454049.5920546035 8451061.128917605),13643,Residential,Masonry
POINT (454045.77263850736 8451028.533066323),4354,Residential,Masonry
POINT (454033.0661151564 8451005.89109626),18328,Residential,Masonry
POINT (454038.5209001801 8450988.643285515),3224,Residential,Masonry
POINT (454007.99465417804 8450978.86197271),4274,Residential,Masonry
POINT (454002.323861363 8451013.210466746),8633,Outbuilding,Timber
POINT (454029.9690452713 8451032.292065773),9514,Outbuilding,Timber
POINT (453989.8575672401 8451006.364786465),7709,Outbuilding,Timber
POINT (454016.99328621605 8450932.826337786),2867,Residential,Timber
POINT (454102.0568165711 8450968.110531785),10801,Residential,Masonry
POINT (453902.81015298405 8450813.056346336),11314,Outbuilding,Timber
POINT (453757.23810232553 8450910.199562814),11367,Outbuilding,Timber
POINT (454084.9940010172 8451012.413602147),12293,Religious,Masonry
POINT (454077.50533629657 8450977.560946241),5576,Residential,Masonry
POINT (454007.3939325064 8451000.550112404),5119,Residential,Masonry
POINT (453973.2096190957 8450855.766532196),17777,Fale,Masonry
POINT (454066.58051218913 8450947.56502024),3007,Outbuilding,Timber
POINT (454105.21265588165 8450944.042841068),7985,Outbuilding,Masonry
POINT (454064.25207179936 8451113.121610181),13706,Residential,Masonry
POINT (454046.0770380641 8451118.428893453),5036,Outbuilding,Timber
POINT (454048.76923984813 8451105.108393298),5721,Outbuilding,Timber
POINT (454042.9154550118 8451105.505091546),14080,Outbuilding,Timber
POINT (454031.67055171257 8451122.64757439),16941,Outbuilding,Timber
POINT (454058.5509638329 8451318.389165385),7575,Fale,Masonry
POINT (454069.05758179235 8451140.105890589),11990,Residential,Timber
POINT (454142.1247397992 8451784.594700355),5865,Residential,Masonry
POINT (453962.6812165025 8451635.045054877),7809,Outbuilding,Masonry
POINT (453930.8262404754 8451754.933592606),15266,Outbuilding,Masonry
POINT (454144.50870195887 8451761.291558383),18395,Outbuilding,Masonry
POINT (454005.3333245064 8451484.535004653),19773,Residential,Masonry
POINT (454008.5960401601 8451472.914901787),18726,Residential,Masonry
POINT (453848.97293392767 8451876.647215635),16332,Residential,Masonry
POINT (453738.98084596836 8450918.418274455),4996,Outbuilding,Masonry
POINT (453879.08213152614 8451878.282305116),5153,Residential,Masonry
POINT (453578.2184914624 8450904.516884994),18479,Residential,Masonry
POINT (453716.02576729475 8450916.157734089),5516,Residential,Masonry
POINT (453573.0819075274 8450972.969412738),9400,Residential,Masonry
POINT (453708.44302811514 8450971.193465235),6810,Residential,Masonry
POINT (453733.68555116263 8450975.576606948),16018,Residential,Masonry
POINT (454041.3065216647 8451645.200323058),4417,Outbuilding,Masonry
POINT (453870.8403038062 8451609.432494594),4040,Outbuilding,Masonry
