ID,Cons_Frame,Use_Cat,area,storeys,REGION
8101,Masonry,Residential,119.5,1,Vaa o Fonoti
8101,Timber,Outbuilding,19.8,1,Aleipata Itupa i Lalo
8108,Masonry,Residential,104.2,1,Falealili
8110,Masonry,Outbuilding,189.4,1,Siumu
8112,Masonry,Residential,179.1,1,Aleipata Itupa i Lalo
8117,Timber,Outbuilding,30.0,1,Aleipata Itupa i Lalo
8121,Masonry,Hotel,161.2,2,Lepa
8121,Masonry,Outbuilding,67.2,1,Lepa
8123,Masonry,Residential,265.7,1,Siumu
8130,Masonry,Residential,174.5,1,Siumu
8134,Masonry,Residential,54.8,1,Falealili
8141,Masonry,Hotel,88.7,3,Lepa
8150,Timber,Fale,61.4,1,Lepa
8154,Masonry,Fale,45.4,1,Falealili
8161,Masonry,Outbuilding,7.7,1,Lepa
8165,Masonry,Residential,237.4,1,Siumu
8166,Masonry,Outbuilding,125.8,1,Siumu
8166,Masonry,Residential,131.1,1,Falealili
8170,Masonry,Outbuilding,111.5,1,Safata
8172,Masonry,Outbuilding,70.4,1,Safata
8175,Masonry,Residential,161.2,1,Siumu
8187,Masonry,Residential,80.4,1,Vaa o Fonoti
8190,Masonry,Residential,153.0,1,Vaa o Fonoti
8194,Masonry,Residential,56.1,1,Aleipata Itupa i Lalo
8196,Masonry,Residential,152.2,1,Safata
8200,Masonry,Residential,137.9,1,Anoamaa East
8203,Masonry,Outbuilding,49.8,1,Falealili
8206,Masonry,Residential,313.4,1,Safata
8235,Timber,Outbuilding,27.2,1,Aleipata Itupa i Lalo
8238,Masonry,Hotel,121.7,2,Lotofaga
8242,Masonry,Outbuilding,128.6,1,Aleipata Itupa i Lalo
8245,Masonry,Outbuilding,41.2,1,Aleipata Itupa i Lalo
8246,Masonry,Residential,121.6,1,Falealili
8250,Masonry,Residential,314.9,1,Falealili
8261,Masonry,Residential,131.8,1,Lotofaga
8282,Masonry,Residential,223.8,1,Siumu
8292,Masonry,Fale,418.6,1,Siumu
8305,Masonry,Residential,125.7,1,Aleipata Itupa i Lalo
8310,Masonry,Outbuilding,66.4,1,Safata
8311,Masonry,Residential,53.5,1,Vaa o Fonoti
8331,Masonry,Outbuilding,37.0,1,Falealili
8336,Masonry,Outbuilding,43.6,1,Anoamaa East
8339,Masonry,Outbuilding,84.6,1,Lepa
8341,Masonry,Tourist Fale,39.0,1,Safata
8343,Masonry,Outbuilding,58.9,1,Siumu
8349,Masonry,Residential,309.1,1,Lotofaga
8351,Masonry,Residential,308.5,1,Falealili
8365,Masonry,Outbuilding,68.6,1,Siumu
8366,Masonry,Residential,314.1,1,Safata
8374,Masonry,Residential,69.0,1,Aleipata Itupa i Luga
8381,Masonry,Outbuilding,27.2,1,Anoamaa East
8384,Masonry,Outbuilding,33.8,1,Aleipata Itupa i Lalo
8387,Masonry,Residential,79.7,1,Falealili
8399,Masonry,Residential,148.7,1,Vaa o Fonoti
8399,Masonry,Residential,250.7,1,Safata
8409,Masonry,Outbuilding,56.6,1,Aleipata Itupa i Luga
8415,Timber,Fale,37.4,1,Falealili
8419,Masonry,Outbuilding,10.1,1,Vaa o Fonoti
8431,Masonry,Outbuilding,85.8,1,Falealili
8438,Masonry,Residential,112.8,1,Vaa o Fonoti
8446,Masonry,Religious,580.8,1,Falealili
8458,Timber,Outbuilding,38.5,1,Falealili
8466,Masonry,Outbuilding,64.6,1,Aleipata Itupa i Lalo
8488,Masonry,Outbuilding,126.3,1,Siumu
8489,Timber,Hotel,19.8,2,Lotofaga
8493,Masonry,Residential,222.4,1,Aleipata Itupa i Luga
8500,Masonry,Residential,264.9,1,Siumu
8504,Masonry,Residential,116.1,1,Aleipata Itupa i Luga
8506,Timber,Residential,59.5,1,Falealili
8507,Masonry,Outbuilding,31.1,1,Aleipata Itupa i Lalo
8507,Masonry,Tourist Fale,33.7,1,Safata
8508,Masonry,Residential,59.4,1,Vaa o Fonoti
8509,Masonry,Hotel,37.3,2,Lotofaga
8511,Masonry,Outbuilding,60.6,1,Falealili
8521,Timber,Outbuilding,33.6,1,Falealili
8529,Masonry,Residential,296.5,1,Aleipata Itupa i Lalo
8530,Masonry,Residential,158.4,1,Aleipata Itupa i Luga
8536,Timber,Outbuilding,30.7,1,Aleipata Itupa i Lalo
8538,Timber,Hotel,64.7,1,Lepa
8539,Masonry,Residential,521.1,1,Falealili
8545,Masonry,Residential,100.9,1,Vaa o Fonoti
8547,Masonry,Residential,93.5,1,Vaa o Fonoti
8550,Masonry,Residential,208.5,1,Aleipata Itupa i Lalo
8553,Masonry,Outbuilding,26.9,1,Lepa
8554,Masonry,Outbuilding,17.9,1,Lotofaga
8558,Masonry,Outbuilding,10.6,1,Falealili
8559,Masonry,Outbuilding,15.1,1,Vaa o Fonoti
8562,Masonry,Residential,144.8,1,Siumu
8572,Masonry,Residential,176.4,1,Lepa
8573,Masonry,Hotel,122.4,2,Lotofaga
8573,Masonry,Residential,117.2,1,Vaa o Fonoti
8573,Masonry,Residential,203.6,1,Aleipata Itupa i Lalo
8576,Masonry,Residential,793.6,1,Safata
8586,Timber,Hotel,23.0,2,Falealili
8590,Masonry,Hotel,70.3,3,Lotofaga
8597,Masonry,Residential,123.0,1,Falealili
8600,Masonry,Outbuilding,84.8,1,Aleipata Itupa i Lalo
8600,Timber,Outbuilding,41.9,1,Aleipata Itupa i Luga
8602,Masonry,Residential,103.0,1,Aleipata Itupa i Lalo
8604,Masonry,Residential,127.8,1,Vaa o Fonoti
8605,Masonry,Outbuilding,25.2,1,Falealili
8606,Masonry,Residential,222.4,1,Safata
8608,Masonry,Residential,83.8,1,Falealili
8611,Masonry,Residential,213.0,1,Siumu
8617,Masonry,Outbuilding,48.1,1,Vaa o Fonoti
8617,Masonry,Residential,97.5,1,Vaa o Fonoti
8628,Masonry,Residential,217.7,1,Aleipata Itupa i Lalo
8640,Masonry,Religious,80.0,1,Siumu
8643,Masonry,Outbuilding,6.2,1,Falealili
8645,Masonry,Fale,114.0,1,Safata
8655,Masonry,Outbuilding,44.3,1,Vaa o Fonoti
8672,Masonry,Residential,230.7,1,Falealili
8675,Masonry,Residential,132.3,1,Aleipata Itupa i Lalo
8676,Masonry,Outbuilding,14.6,1,Vaa o Fonoti
8676,Masonry,Residential,147.5,1,Safata
8677,Masonry,Residential,122.8,1,Aleipata Itupa i Lalo
8680,Masonry,Residential,297.5,1,Safata
8683,Masonry,Residential,175.3,1,Safata
8683,Masonry,Residential,97.1,1,Aleipata Itupa i Lalo
8688,Masonry,Outbuilding,122.8,1,Siumu
8696,Timber,Fale,34.3,1,Aleipata Itupa i Lalo
8697,Masonry,Residential,136.1,1,Lepa
8698,Masonry,Residential,204.1,1,Falealili
8706,Masonry,Commercial,309.1,1,Falealili
8709,Masonry,Outbuilding,52.5,1,Vaa o Fonoti
8710,Masonry,Outbuilding,117.4,1,Falealili
8725,Masonry,Outbuilding,37.7,1,Falealili
8725,Masonry,Residential,244.3,1,Siumu
8729,Masonry,Residential,269.8,1,Lepa
8730,Masonry,Residential,125.5,1,Aleipata Itupa i Luga
8740,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
8742,Masonry,Outbuilding,53.9,1,Falealili
8748,Masonry,Residential,181.4,1,Vaa o Fonoti
8759,Masonry,Hotel,53.0,1,Falealili
8764,Masonry,Outbuilding,97.8,1,Falealili
8766,Masonry,Outbuilding,40.0,1,Falealili
8769,Masonry,Outbuilding,22.8,1,Falealili
8770,Masonry,Outbuilding,40.0,1,Safata
8771,Masonry,Outbuilding,16.8,1,Falealili
8772,Masonry,Residential,53.2,1,Vaa o Fonoti
8778,Masonry,Residential,322.1,1,Falealili
8787,Timber,Fale,42.2,1,Lepa
8790,Masonry,Outbuilding,82.3,1,Siumu
8793,Timber,Hotel,16.0,1,Lepa
8795,Masonry,Outbuilding,131.0,1,Safata
8803,Timber,Education,45.3,1,Falealili
8805,Masonry,Residential,114.8,1,Safata
8810,Masonry,Residential,153.2,1,Aleipata Itupa i Lalo
8826,Masonry,Outbuilding,102.7,1,Siumu
8827,Masonry,Residential,161.0,1,Aleipata Itupa i Lalo
8831,Masonry,Residential,65.4,1,Vaa o Fonoti
8832,Masonry,Outbuilding,27.5,1,Falealili
8833,Masonry,Outbuilding,143.3,1,Safata
8834,Masonry,Residential,352.0,1,Falealili
8837,Masonry,Residential,113.9,1,Safata
8863,Masonry,Outbuilding,99.1,1,Falealili
8871,Masonry,Outbuilding,53.0,1,Aleipata Itupa i Lalo
8878,Masonry,Outbuilding,62.4,1,Siumu
8887,Masonry,Residential,100.4,1,Anoamaa East
8887,Masonry,Residential,179.0,1,Falealili
8887,Masonry,Residential,43.8,1,Vaa o Fonoti
8894,Masonry,Commercial,53.7,1,Siumu
8913,Masonry,Hotel,31.8,2,Aleipata Itupa i Luga
8917,Masonry,Residential,214.3,1,Aleipata Itupa i Lalo
8920,Masonry,Residential,315.3,1,Aleipata Itupa i Luga
8921,Masonry,Hotel,55.3,1,Lotofaga
8927,Masonry,Outbuilding,72.3,1,Falealili
8929,Masonry,Outbuilding,34.8,1,Lepa
8942,Masonry,Hotel,78.9,3,Lotofaga
8947,Masonry,Outbuilding,19.8,1,Aleipata Itupa i Lalo
8955,Masonry,Residential,66.9,1,Vaa o Fonoti
8961,Masonry,Residential,272.4,1,Safata
8969,Masonry,Outbuilding,37.9,1,Safata
8970,Masonry,Residential,108.1,1,Falealili
8971,Masonry,Residential,165.0,1,Safata
8973,Masonry,Residential,160.9,1,Lepa
8974,Masonry,Residential,141.5,1,Safata
8976,Timber,Residential,45.1,1,Aleipata Itupa i Lalo
8985,Timber,Tourist Fale,16.7,1,Aleipata Itupa i Luga
8991,Masonry,Outbuilding,107.6,1,Falealili
8992,Masonry,Residential,241.3,1,Aleipata Itupa i Luga
8995,Masonry,Outbuilding,87.3,1,Falealili
8997,Masonry,Residential,182.0,1,Lepa
9007,Masonry,Fale,19.6,1,Falealili
9018,Masonry,Residential,297.4,1,Falealili
9021,Masonry,Residential,127.0,1,Aleipata Itupa i Lalo
9030,Masonry,Residential,146.0,1,Siumu
9031,Masonry,Religious,363.7,1,Aleipata Itupa i Lalo
9035,Masonry,Residential,180.7,1,Siumu
9042,Masonry,Outbuilding,37.2,1,Vaa o Fonoti
9042,Masonry,Residential,281.2,1,Safata
9045,Masonry,Fale,34.0,1,Aleipata Itupa i Lalo
9048,Masonry,Residential,146.5,1,Safata
9053,Masonry,Residential,149.2,1,Aleipata Itupa i Lalo
9062,Masonry,Outbuilding,27.2,1,Falealili
9072,Masonry,Residential,149.1,1,Falealili
9081,Timber,Tourist Fale,19.9,1,Lepa
9082,Steel,Industrial,462.6,1,
9085,Masonry,Residential,222.5,1,Safata
9086,Masonry,Outbuilding,34.5,1,Aleipata Itupa i Luga
9112,Masonry,Residential,160.7,1,Falealili
9115,Masonry,Residential,230.8,1,Aleipata Itupa i Lalo
9116,Masonry,Residential,99.6,1,Aleipata Itupa i Lalo
9122,Masonry,Outbuilding,31.1,1,Falealili
9124,Timber,Residential,39.8,1,Aleipata Itupa i Lalo
9142,Masonry,Outbuilding,133.9,1,Siumu
9142,Masonry,Residential,135.6,1,Vaa o Fonoti
9146,Timber,Tourist Fale,141.7,1,Siumu
9152,Masonry,Residential,97.7,1,Aleipata Itupa i Lalo
9158,Masonry,Residential,204.4,1,Siumu
9160,Masonry,Residential,244.1,1,Aleipata Itupa i Luga
9166,Masonry,Outbuilding,410.4,1,Siumu
9175,Masonry,Hotel,34.2,2,Lepa
9178,Masonry,Hotel,298.0,3,Siumu
9185,Masonry,Residential,112.1,1,Vaa o Fonoti
9187,Masonry,Residential,207.3,1,Falealili
9197,Masonry,Outbuilding,53.7,1,Safata
9198,Masonry,Outbuilding,57.3,1,Safata
9202,Masonry,Outbuilding,51.5,1,Lotofaga
9209,Masonry,Outbuilding,29.6,1,Aleipata Itupa i Lalo
9212,Masonry,Hotel,31.8,3,Aleipata Itupa i Luga
9219,Masonry,Residential,209.8,1,Safata
9220,Masonry,Outbuilding,49.3,1,Falealili
9220,Timber,Outbuilding,17.1,1,Falealili
9224,Masonry,Outbuilding,80.2,1,Vaa o Fonoti
9226,Masonry,Residential,172.5,1,Lotofaga
9231,Masonry,Outbuilding,24.1,1,Falealili
9242,Masonry,Residential,241.7,1,Siumu
9242,Timber,Tourist Fale,11.1,1,Lepa
9245,Masonry,Education,358.9,1,Aleipata Itupa i Lalo
9249,Masonry,Residential,112.5,1,Siumu
9252,Masonry,Residential,253.6,1,Siumu
9257,Masonry,Residential,196.3,1,Falealili
9260,Masonry,Residential,100.6,1,Vaa o Fonoti
9271,Masonry,Residential,164.1,1,Aleipata Itupa i Lalo
9274,Masonry,Outbuilding,18.7,1,Vaa o Fonoti
9276,Masonry,Residential,73.7,1,Vaa o Fonoti
9296,Masonry,Residential,82.6,1,Safata
9298,Masonry,Outbuilding,83.2,1,Siumu
9308,Masonry,Commercial,111.3,1,Siumu
9308,Masonry,Residential,172.3,1,Siumu
9309,Masonry,Outbuilding,103.0,1,Falealili
9311,Masonry,Residential,193.8,1,Safata
9315,Masonry,Outbuilding,24.5,1,Safata
9323,Masonry,Outbuilding,66.7,1,Safata
9336,Timber,Outbuilding,53.9,1,Aleipata Itupa i Lalo
9346,Masonry,Outbuilding,14.8,1,Falealili
9356,Masonry,Residential,208.9,1,Aleipata Itupa i Luga
9359,Masonry,Hotel,31.8,2,Aleipata Itupa i Luga
9363,Masonry,Residential,102.2,1,Safata
9364,Masonry,Residential,193.2,1,Falealili
9364,Timber,Residential,367.1,1,Falealili
9372,Masonry,Residential,296.3,1,Falealili
9374,Masonry,Residential,169.9,1,Safata
9380,Masonry,Outbuilding,157.0,1,Siumu
9388,Masonry,Residential,247.2,1,Siumu
9391,Masonry,Hotel,1175.2,2,Siumu
9397,Timber,Tourist Fale,31.2,1,Lepa
9400,Masonry,Residential,204.8,1,Safata
9402,Masonry,Residential,213.3,1,Falealili
9404,Masonry,Outbuilding,137.1,1,Falealili
9406,Masonry,Outbuilding,56.8,1,Vaa o Fonoti
9411,Masonry,Residential,180.6,1,Falealili
9413,Masonry,Residential,126.8,1,Falealili
9416,Timber,Hotel,67.6,1,Aleipata Itupa i Luga
9424,Masonry,Residential,124.9,1,Falealili
9427,Masonry,Outbuilding,60.0,1,Aleipata Itupa i Lalo
9439,Timber,Outbuilding,19.9,1,Aleipata Itupa i Lalo
9441,Masonry,Residential,124.6,1,Safata
9447,Masonry,Outbuilding,39.2,1,Falealili
9447,Masonry,Residential,336.0,1,Siumu
9452,Masonry,Hotel,105.1,2,Safata
9455,Masonry,Outbuilding,134.1,1,Falealili
9462,Masonry,Outbuilding,39.1,1,Siumu
9463,Masonry,Outbuilding,29.1,1,Falealili
9467,Masonry,Outbuilding,6.1,1,Aleipata Itupa i Lalo
9471,Masonry,Residential,171.5,1,Falealili
9478,Masonry,Residential,120.8,1,Falealili
9485,Masonry,Residential,125.1,1,Siumu
9487,Masonry,Outbuilding,13.5,1,Aleipata Itupa i Luga
9487,Masonry,Outbuilding,47.8,1,Safata
9519,Masonry,Outbuilding,30.5,1,Falealili
9523,Masonry,Outbuilding,34.5,1,Aleipata Itupa i Lalo
9525,Masonry,Religious,45.2,1,Vaa o Fonoti
9529,Masonry,Residential,195.1,1,Safata
9530,Masonry,Outbuilding,59.7,1,Siumu
9534,Masonry,Outbuilding,31.3,1,Safata
9541,Masonry,Hotel,49.5,2,Aleipata Itupa i Luga
9556,Masonry,Residential,214.1,1,Aleipata Itupa i Lalo
9573,Masonry,Residential,591.9,1,Siumu
9574,Masonry,Residential,97.0,1,Falealili
9598,Masonry,Residential,124.3,1,Lepa
9605,Masonry,Residential,162.2,1,Falealili
9607,Masonry,Outbuilding,70.9,1,Safata
9607,Masonry,Residential,138.7,1,Falealili
9607,Masonry,Residential,397.8,1,Siumu
9618,Masonry,Residential,107.6,1,Falealili
9620,Masonry,Residential,89.1,1,Vaa o Fonoti
9623,Masonry,Outbuilding,344.2,1,Siumu
9624,Masonry,Residential,103.6,1,Falealili
9626,Masonry,Residential,113.0,1,Lepa
9631,Masonry,Residential,256.9,1,Siumu
9637,Masonry,Residential,189.7,1,Falealili
9639,Masonry,Residential,219.5,1,Safata
9642,Masonry,Community - not verified,298.8,1,Vaa o Fonoti
9648,Masonry,Hotel,55.7,2,Falealili
9649,Masonry,Outbuilding,82.1,1,Siumu
9649,Masonry,Residential,211.4,1,Falealili
9669,Masonry,Commercial - not verified,400.9,1,Aleipata Itupa i Lalo
9676,Masonry,Residential,165.9,1,Safata
9687,Masonry,Commercial,67.7,2,Siumu
9708,Masonry,Residential,104.7,1,Aleipata Itupa i Luga
9709,Masonry,Outbuilding,51.2,1,Safata
9710,Masonry,Hotel,31.5,3,Lotofaga
9713,Masonry,Tourist Fale,26.5,1,Safata
9715,Masonry,Fale,222.9,1,Falealili
9718,Masonry,Outbuilding,105.3,1,Siumu
9726,Masonry,Outbuilding,34.1,1,Falealili
9728,Masonry,Outbuilding,45.1,1,Safata
9731,Masonry,Outbuilding,70.0,1,Aleipata Itupa i Lalo
9737,Masonry,Residential,106.3,1,Falealili
9738,Masonry,Residential,306.5,1,Siumu
9746,Masonry,Residential,68.7,1,Falealili
9755,Timber,Tourist Fale,17.0,1,Aleipata Itupa i Luga
9758,Timber,Outbuilding,30.9,1,Aleipata Itupa i Lalo
9772,Masonry,Residential,386.3,1,Safata
9774,Masonry,Outbuilding,174.5,1,Aleipata Itupa i Lalo
9778,Masonry,Outbuilding,109.7,1,Safata
9788,Masonry,Community - not verified,377.0,1,Aleipata Itupa i Lalo
9792,Masonry,Residential,381.2,1,Siumu
9798,Masonry,Residential,156.2,1,Safata
9798,Masonry,Residential,381.2,1,Falealili
9811,Masonry,Residential,314.9,1,Safata
9814,Masonry,Fale,81.9,1,Falealili
9816,Masonry,Residential,113.5,1,Falealili
9816,Masonry,Residential,189.8,1,Siumu
9818,Masonry,Residential,157.8,1,Falealili
9822,Masonry,Residential,121.9,1,Siumu
9833,Masonry,Residential,140.6,1,Vaa o Fonoti
9833,Timber,Tourist Fale,19.9,1,Lepa
9846,Masonry,Outbuilding,43.5,1,Vaa o Fonoti
9848,Masonry,Residential,58.8,1,Falealili
9851,Masonry,Hotel,46.4,2,Lotofaga
9854,Masonry,Outbuilding,99.0,1,Safata
9856,Masonry,Residential,299.9,1,Falealili
9860,Timber,Hotel,50.4,2,Falealili
9861,Masonry,Outbuilding,29.0,1,Falealili
9863,Masonry,Residential,105.0,1,Falealili
9864,Masonry,Outbuilding,112.5,1,Safata
9867,Masonry,Outbuilding,94.0,1,Falealili
9874,Masonry,Residential,242.9,1,Siumu
9880,Masonry,Outbuilding,18.9,1,Aleipata Itupa i Luga
9880,Masonry,Outbuilding,65.5,1,Safata
9880,Timber,Fale,166.1,1,Lepa
9881,Masonry,Residential,135.8,1,Falealili
9882,Masonry,Residential,93.9,1,Falealili
9888,Masonry,Residential,118.7,1,Safata
9904,Masonry,Outbuilding,38.1,1,Falealili
9904,Masonry,Residential,145.6,1,Safata
9905,Masonry,Commercial - not verified,679.6,1,Safata
9914,Masonry,Outbuilding,35.6,1,Falealili
9915,Masonry,Residential,73.7,1,Vaa o Fonoti
9923,Masonry,Residential,38.8,1,Falealili
9932,Timber,Tourist Fale,19.9,1,Lepa
9941,Masonry,Outbuilding,41.7,1,Siumu
9941,Timber,Fale,59.6,1,Safata
9943,Masonry,Residential,262.7,1,Siumu
9948,Masonry,Residential,128.0,1,Aleipata Itupa i Luga
9949,Masonry,Outbuilding,84.1,1,Falealili
9949,Masonry,Residential,91.6,1,Falealili
9962,Masonry,Residential,140.7,1,Safata
9966,Masonry,Outbuilding,36.7,1,Safata
9968,Masonry,Outbuilding,97.9,1,Falealili
9970,Timber,Hotel,157.9,3,Siumu
9974,Masonry,Outbuilding,28.4,1,Falealili
9979,Masonry,Residential,126.2,1,Lotofaga
9985,Timber,Residential,66.9,1,Aleipata Itupa i Lalo
9994,Masonry,Hotel,56.4,2,Lotofaga
9996,Masonry,Outbuilding,98.6,1,Siumu
10002,Masonry,Residential,110.7,1,Vaa o Fonoti
10006,Masonry,Outbuilding,66.2,1,Falealili
10010,Timber,Hotel,20.2,2,Falealili
10012,Masonry,Residential,118.5,1,Falealili
10014,Masonry,Residential,126.2,1,Vaa o Fonoti
10017,Masonry,Outbuilding,66.5,1,Safata
10017,Masonry,Outbuilding,86.7,1,Safata
10018,Timber,Outbuilding,8.6,1,Aleipata Itupa i Luga
10020,Masonry,Outbuilding,67.7,1,Safata
10023,Masonry,Residential,128.5,1,Falealili
10038,Timber,Tourist Fale,127.0,1,Siumu
10046,Masonry,Outbuilding,68.7,1,Siumu
10056,Timber,Fale,40.9,1,Aleipata Itupa i Lalo
10061,Masonry,Residential,106.5,1,Lepa
10068,Masonry,Commercial,62.5,2,Siumu
10069,Masonry,Residential,285.7,1,Anoamaa East
10079,Masonry,Outbuilding,31.7,1,Aleipata Itupa i Lalo
10079,Masonry,Residential,533.6,1,Falealili
10084,Masonry,Outbuilding,84.8,1,Safata
10090,Masonry,Hotel,68.2,1,Lotofaga
10099,Masonry,Outbuilding,29.0,1,Aleipata Itupa i Luga
10101,Masonry,Outbuilding,34.8,1,Falealili
10102,Timber,Fale,54.0,1,Falealili
10104,Masonry,Outbuilding,20.1,1,Lotofaga
10107,Masonry,Outbuilding,65.7,1,Lepa
10114,Masonry,Residential,228.7,1,Falealili
10116,Masonry,Residential,155.0,1,Siumu
10119,Masonry,Residential,219.4,1,Siumu
10122,Masonry,Residential,128.2,1,Aleipata Itupa i Lalo
10133,Masonry,Commercial,81.6,1,Siumu
10136,Masonry,Residential,210.0,1,Lepa
10153,Masonry,Outbuilding,32.7,1,Vaa o Fonoti
10166,Masonry,Residential,96.1,1,Aleipata Itupa i Lalo
10174,Masonry,Residential,163.6,1,Falealili
10186,Masonry,Outbuilding,45.7,1,Aleipata Itupa i Luga
10193,Masonry,Residential,136.4,1,Falealili
10199,Masonry,Outbuilding,33.2,1,Falealili
10202,Masonry,Outbuilding,103.0,1,Siumu
10208,Masonry,Residential,105.2,1,Falealili
10214,Masonry,Residential,88.3,1,Anoamaa East
10224,Masonry,Residential,115.3,1,Vaa o Fonoti
10226,Masonry,Residential,307.4,1,Siumu
10232,Masonry,Residential,72.6,1,Falealili
10235,Masonry,Residential,111.2,1,Lotofaga
10240,Timber,Hotel,96.3,3,
10246,Masonry,Residential,203.7,1,Safata
10269,Timber,Residential,161.3,1,Aleipata Itupa i Lalo
10272,Masonry,Residential,151.1,1,Safata
10276,Masonry,Outbuilding,43.9,1,Falealili
10277,Masonry,Residential,184.4,1,Falealili
10277,Timber,Fale,48.2,1,Aleipata Itupa i Lalo
10283,Masonry,Outbuilding,169.5,1,Siumu
10287,Masonry,Hotel,38.9,1,Aleipata Itupa i Luga
10290,Masonry,Residential,202.6,1,Safata
10294,Timber,Tourist Fale,191.4,1,Siumu
10295,Masonry,Outbuilding,86.9,1,Falealili
10296,Masonry,Residential,195.8,1,Lepa
10310,Masonry,Residential,55.9,1,Falealili
10311,Masonry,Residential,159.5,1,Safata
10330,Timber,Residential,53.3,1,Aleipata Itupa i Luga
10337,Masonry,Residential,139.3,1,Aleipata Itupa i Lalo
10338,Masonry,Fale,92.8,1,Aleipata Itupa i Lalo
10343,Masonry,Residential,221.9,1,Vaa o Fonoti
10346,Masonry,Outbuilding,133.4,1,Siumu
10346,Masonry,Outbuilding,33.9,1,Siumu
10349,Masonry,Religious,214.8,1,Vaa o Fonoti
10354,Masonry,Residential,178.8,1,Falealili
10356,Masonry,Hotel,36.2,3,Lepa
10356,Masonry,Residential,80.3,1,Aleipata Itupa i Luga
10369,Masonry,Community,56.1,1,Aleipata Itupa i Luga
10376,Masonry,Outbuilding,33.6,1,Aleipata Itupa i Lalo
10377,Masonry,Residential,93.9,1,Aleipata Itupa i Lalo
10378,Masonry,Residential,126.6,1,Aleipata Itupa i Lalo
10384,Masonry,Residential,165.7,1,Vaa o Fonoti
10385,Masonry,Residential,142.9,1,Vaa o Fonoti
10397,Masonry,Outbuilding,33.9,1,Safata
10402,Masonry,Residential,326.7,1,Lotofaga
10404,Masonry,Religious,122.2,1,Vaa o Fonoti
10405,Masonry,Residential,245.9,1,Aleipata Itupa i Lalo
10408,Masonry,Residential,136.4,1,Siumu
10414,Masonry,Community - not verified,256.7,1,Siumu
10422,Timber,Outbuilding,10.3,1,Aleipata Itupa i Lalo
10429,Masonry,Outbuilding,79.4,1,Safata
10430,Masonry,Outbuilding,48.9,1,Vaa o Fonoti
10430,Masonry,Residential,100.6,1,Aleipata Itupa i Luga
10432,Masonry,Residential,145.7,1,Safata
10444,Masonry,Residential,293.7,1,Safata
10446,Masonry,Tourist Fale,35.0,1,Safata
10448,Masonry,Residential,113.2,1,Safata
10448,Masonry,Residential,176.8,1,Siumu
10451,Masonry,Residential,250.0,1,Lotofaga
10455,Masonry,Outbuilding,87.4,1,Falealili
10464,Masonry,Residential,118.5,1,Falealili
10465,Masonry,Residential,150.8,1,Falealili
10471,Masonry,Outbuilding,371.5,1,Siumu
10480,Masonry,Outbuilding,60.6,1,Siumu
10480,Masonry,Outbuilding,90.2,1,Falealili
10493,Masonry,Outbuilding,13.9,1,Falealili
10497,Masonry,Outbuilding,69.9,1,Safata
10499,Masonry,Residential,277.9,1,Falealili
10499,Masonry,Residential,72.5,1,Falealili
10540,Masonry,Residential,57.4,1,Falealili
10550,Masonry,Residential,191.6,1,Aleipata Itupa i Luga
10552,Masonry,Residential,154.9,1,Aleipata Itupa i Lalo
10553,Masonry,Residential,144.1,1,Safata
10560,Masonry,Hotel,56.0,2,Lepa
10569,Masonry,Residential,219.7,1,Falealili
10589,Masonry,Residential,129.8,1,Siumu
10589,Masonry,Residential,215.6,1,Aleipata Itupa i Lalo
10597,Masonry,Outbuilding,80.0,1,Falealili
10597,Masonry,Residential,114.5,1,Falealili
10598,Masonry,Residential,303.8,1,Siumu
10600,Masonry,Outbuilding,146.1,1,Safata
10606,Masonry,Outbuilding,29.4,1,Safata
10606,Timber,Tourist Fale,18.7,1,Aleipata Itupa i Luga
10608,Masonry,Outbuilding,22.2,1,Aleipata Itupa i Luga
10609,Masonry,Residential,60.0,1,Anoamaa East
10615,Masonry,Residential,181.1,1,Aleipata Itupa i Lalo
10625,Masonry,Residential,177.2,1,Aleipata Itupa i Lalo
10626,Masonry,Residential,67.2,1,Falealili
10642,Masonry,Residential,120.9,1,Falealili
10668,Masonry,Hotel,66.1,2,Lotofaga
10685,Timber,Tourist Fale,28.3,1,Siumu
10687,Masonry,Residential,219.3,1,Falealili
10688,Masonry,Outbuilding,43.0,1,Aleipata Itupa i Luga
10690,Masonry,Residential,204.1,1,Siumu
10699,Masonry,Residential,188.6,1,Falealili
10703,Masonry,Residential,337.8,1,Siumu
10709,Masonry,Outbuilding,25.4,1,Vaa o Fonoti
10721,Timber,Hotel,21.7,2,Lepa
10724,Masonry,Residential,155.5,1,Safata
10728,Masonry,Residential,155.3,1,Vaa o Fonoti
10742,Masonry,Residential,120.1,1,Aleipata Itupa i Luga
10744,Masonry,Fale,42.7,1,Aleipata Itupa i Luga
10748,Masonry,Hotel,45.0,2,Lepa
10756,Masonry,Residential,207.9,1,Safata
10759,Masonry,Outbuilding,55.8,1,Falealili
10763,Masonry,Hotel,298.2,2,Safata
10768,Timber,Outbuilding,21.7,1,Aleipata Itupa i Luga
10770,Masonry,Outbuilding,37.1,1,Aleipata Itupa i Lalo
10772,Masonry,Residential,220.9,1,Aleipata Itupa i Lalo
10782,Masonry,Outbuilding,33.6,1,Falealili
10783,Masonry,Community,398.0,1,Falealili
10786,Masonry,Residential,149.3,1,Vaa o Fonoti
10791,Masonry,Outbuilding,30.9,1,Falealili
